id,WnvPresent
1,0.2697527693045654
2,0.22279582272397977
3,0.3300276198412803
4,0.08928528815299785
5,0.1535150344963856
6,0.27623151521009875
7,0.27623151521009875
8,0.27623151521009875
9,0.2619523202761711
10,0.2179788250585774
11,0.3277412014578913
12,0.08759265220449235
13,0.1500168409905474
14,0.27088687131098205
15,0.27088687131098205
16,0.27088687131098205
17,0.27010379951264685
18,0.21912179856934827
19,0.3294334457186675
20,0.09096742931115064
21,0.15363793733000117
22,0.2752676327170954
23,0.2752676327170954
24,0.2752676327170954
25,0.26553244723613784
26,0.21112879542020155
27,0.336427579449095
28,0.07342730746920866
29,0.13321666702590593
30,0.2723461806335185
31,0.2723461806335185
32,0.2723461806335185
33,0.26655117080184804
34,0.21127156889189913
35,0.33696401122345926
36,0.07133863725614348
37,0.13134756498799097
38,0.2727620420254467
39,0.2727620420254467
40,0.2727620420254467
41,0.26844178465212215
42,0.21202532991013448
43,0.3377599677564625
44,0.07046381291789555
45,0.13082375177160596
46,0.2739006957337696
47,0.2739006957337696
48,0.2739006957337696
49,0.2662244350931783
50,0.21115815148702227
51,0.3368197268995752
52,0.07158438812863606
53,0.13153148767993278
54,0.27257711952179065
55,0.27257711952179065
56,0.27257711952179065
57,0.26933584602351796
58,0.21363982133136292
59,0.33782559427398706
60,0.07581489104679685
61,0.13634728996100723
62,0.27525711678877973
63,0.27525711678877973
64,0.27525711678877973
65,0.2611744002329096
66,0.20745219540120946
67,0.33452120033663235
68,0.07034702142428824
69,0.12905522553550874
70,0.26863612792068375
71,0.26863612792068375
72,0.26863612792068375
73,0.28462120668198704
74,0.21584592164555472
75,0.3432351746822522
76,0.06557616626828654
77,0.1279245964818788
78,0.28267865345973686
79,0.28267865345973686
80,0.28267865345973686
81,0.2681045249057105
82,0.21143351674997338
83,0.3375835113707287
84,0.06977690816943703
85,0.12998009356244988
86,0.27347066456979985
87,0.27347066456979985
88,0.27347066456979985
89,0.2807592241679837
90,0.21445888242848576
91,0.34194519862822864
92,0.06582732314878117
93,0.12759236616723482
94,0.2803617871294388
95,0.2803617871294388
96,0.2803617871294388
97,0.28176467423677704
98,0.21680435328498573
99,0.34259189118646055
100,0.06751025237224392
101,0.12997594052976943
102,0.28182087789046223
103,0.28182087789046223
104,0.28182087789046223
105,0.26101908635554233
106,0.2055341574406502
107,0.3342118930938007
108,0.06731033543120632
109,0.12559662093345722
110,0.2676114581061857
111,0.2676114581061857
112,0.2676114581061857
113,0.26394131062202836
114,0.21647001650478134
115,0.3277686080853868
116,0.08923090207954328
117,0.150956063607245
118,0.27139180206183616
119,0.27139180206183616
120,0.27139180206183616
121,0.2534376495298038
122,0.2161742878022746
123,0.32235873749332256
124,0.08289654758273239
125,0.1449915189956432
126,0.2660548365916263
127,0.2660548365916263
128,0.2660548365916263
129,0.2796503295513795
130,0.2183715141351379
131,0.3408533403952742
132,0.08127996580272027
133,0.1432328500386956
134,0.2821719102041434
135,0.2821719102041434
136,0.2821719102041434
137,0.27742801391284155
138,0.21146259210655044
139,0.3404753755532187
140,0.06461100133421648
141,0.1253744589778926
142,0.2775729780947892
143,0.2775729780947892
144,0.2775729780947892
145,0.2678152731795683
146,0.2184028686757764
147,0.32886920139301956
148,0.0902314303506941
149,0.15265927831602083
150,0.27391578563673247
151,0.27391578563673247
152,0.27391578563673247
153,0.2744653083501707
154,0.22326567459464744
155,0.330922332869426
156,0.09135423317614252
157,0.15565441692298518
158,0.27868504904563224
159,0.27868504904563224
160,0.27868504904563224
161,0.264081027119115
162,0.2137591909162808
163,0.3235582502834743
164,0.09022415387987583
165,0.15082534825872876
166,0.2705927825068473
167,0.2705927825068473
168,0.2705927825068473
169,0.2671335181050584
170,0.21166294694975704
171,0.3366113140740931
172,0.07700732188932857
173,0.13673203974267437
174,0.2735320855973837
175,0.2735320855973837
176,0.2735320855973837
177,0.26223644686194153
178,0.22045035684575173
179,0.3283843098915444
180,0.08627881253844229
181,0.14977438883228386
182,0.27179738216225147
183,0.27179738216225147
184,0.27179738216225147
185,0.257004323303103
186,0.21942832220508343
187,0.32759167430244
188,0.0824598060841829
189,0.14588466688983173
190,0.26882977079192377
191,0.26882977079192377
192,0.26882977079192377
193,0.2892378453379909
194,0.22645690641526306
195,0.34498395663905557
196,0.07862322539197024
197,0.1438218131082794
198,0.28938007015423367
199,0.28938007015423367
200,0.28938007015423367
201,0.27140990021057715
202,0.2150399427636307
203,0.338677803231166
204,0.07608013976105944
205,0.13711077233397953
206,0.27678269239432274
207,0.27678269239432274
208,0.27678269239432274
209,0.27811519148988856
210,0.2112738529205951
211,0.3406337813841156
212,0.06421761412942441
213,0.12496091139270821
214,0.2777986537730719
215,0.2777986537730719
216,0.2777986537730719
217,0.2700539565130709
